"SeriousDlqin2yrs";"RevolvingUtilizationOfUnsecuredLines";"Age";"NumberOfTime30.59DaysPastDueNotWorse";"DebtRatio.";"MonthlyIncome";"NumberOfOpenCreditLinesAndLoans";"NumberOfTimes90DaysLate";"NumberRealEstateLoansOrLines";"NumberOfTimes60.89DaysPastDueNotWorse";"NumberOfDependents"
"110635";0;0.859272437;57;1;0.26212298;6000;7;0;1;1;0
"113704";0;0.236636182;51;0;0.152472929;3416;18;0;0;0;0
"132081";0;0.000307686;59;0;0;9678;5;0;0;0;0
"109287";0;0;28;0;0.125974805;5000;6;0;0;0;0
"99537";0;0.956204158;70;0;1.095580022;6266;18;0;2;0;0
"92330";0;0.010330152;66;0;0.003246753;5235;6;0;0;0;0
"31571";0;0.019658738;60;0;0.276516906;8635;9;0;1;0;0
"69167";0;0.08239588;52;0;0.038888889;1259;2;0;0;0;0
"89121";1;0.947144613;39;0;0.703471479;6538;14;0;2;0;0
"126072";0;0.64125885;56;1;0.409606267;4850;9;0;1;0;2
"132088";0;0.545650611;50;0;1.028446389;6397;9;0;2;0;0
"104509";0;0.004396053;52;0;0.262285275;11700;13;0;4;0;2
"73554";0;0.00234565;61;0;0.47744032;8000;7;0;3;0;0
"57013";0;0.024955886;63;0;0.229951074;4700;3;0;1;0;0
"53578";0;0.400875391;59;0;0.516827906;7338;15;0;2;0;0
"54483";0;0.622771519;30;3;0.394499549;4435;7;0;1;0;1
"98637";0;0.019587977;68;0;0.233280395;5666;8;0;1;0;2
"94530";0;0.180890955;64;0;0.420791133;5232;7;0;1;0;0
"371";0;0.012586354;79;0;0.009596162;2500;11;0;0;0;0
"51776";1;0.194447712;31;1;0.01774308;2817;2;1;0;3;0
"12758";1;0.736723641;61;3;0.722875287;7400;14;1;3;1;0
"96520";0;0.369099125;40;0;0.253552113;10908;7;0;3;0;2
"37552";0;0.9999999;54;0;0.157400722;5539;3;0;1;0;0
"21989";0;0.123897662;54;0;0.343283582;6833;17;0;1;0;0
"114027";0;0.9999999;57;0;0;2762;0;0;0;0;0
"32424";0;0.00589704;58;0;0.074365704;8000;7;0;0;0;2
"125688";0;0.001290782;57;0;0.162730039;6900;14;0;1;0;0
"107002";0;0.023548922;70;0;0.076468908;10500;13;0;1;0;0
"20031";0;0.9999999;44;0;0.282902947;10416;3;1;1;0;1
"106";0;0.114830941;46;0;0.026235802;6250;6;0;0;0;3
"69957";0;0.135041124;57;0;0.014170619;17500;6;0;0;0;0
"26464";0;0.09339013;51;0;0.176280903;2790;5;0;0;1;1
"148916";0;0.38400036;47;0;0.366663004;9100;12;0;1;0;2
"103355";0;0.463589669;33;0;0.114277145;3333;4;0;0;0;0
"87186";0;0.066380957;54;1;2.084975909;2282;16;0;1;0;2
"77910";0;0.402328405;71;0;0.05598134;3000;2;0;0;0;1
"72580";0;0.9999999;25;0;0.072289157;580;0;1;0;0;0
"131561";0;0.478140103;35;0;0.307644978;6500;5;0;2;0;0
"38584";0;0.046691589;47;0;0.189158785;24000;7;0;1;0;1
"132810";0;0.091881714;43;0;0.030561674;7263;9;0;0;0;0
"147436";0;0.169913395;36;0;0.262017248;13334;13;0;2;0;2
"23997";0;0.834584789;74;0;0.764027671;1300;10;0;1;0;0
"98825";0;0.024680734;61;0;0.004443457;4500;3;0;0;0;1
"21476";0;0.09188863;41;0;0.177688125;5700;3;0;2;0;3
"128898";1;0.934637712;40;0;0.075194621;5651;5;1;0;0;3
"97924";1;0.687680165;50;1;0.314634865;13583;15;0;1;0;6
"3406";0;0.002733273;67;0;0.000363152;8260;5;0;0;0;0
"113448";0;0.711828544;35;0;0.172538392;3320;3;0;1;0;2
"14598";0;0.201798202;22;0;3;1;1;0;0;0;0
"49146";0;0.014549273;70;0;0.420275906;3116;3;0;1;0;0
"84360";0;0.089841064;66;0;0.415570934;5779;11;0;1;0;0
"5039";0;0.805255981;47;0;0.528643689;8500;8;0;2;0;2
"86310";0;0.10536183;55;0;0.324678232;8934;8;0;1;0;0
"86591";0;0.077405815;70;1;0.170430108;3719;10;0;0;0;0
"24478";0;0.038374019;44;0;0.250865833;6640;7;0;1;0;3
"130175";0;0.012963958;63;1;0.245207101;12674;7;0;1;0;1
"106212";0;0.02170767;32;0;1.13452188;1850;24;0;1;0;1
"94848";0;0;37;0;0.964454318;3600;4;0;2;0;0
"47709";0;0;48;0;0;13000;4;0;0;0;2
"79944";0;0.110665653;43;0;2.033573141;1250;10;0;1;0;3
"119994";0;0.059146599;90;0;0.003141959;3500;4;0;0;0;0
"48344";0;0.01185112;41;0;0.888691402;4500;7;0;2;0;3
"122779";0;0.797741999;62;0;0.522686491;3900;6;0;1;0;0
"13964";0;0.216771806;57;0;0.626813096;4825;13;0;3;0;2
"111127";0;0.060307839;60;0;0.447476386;10480;18;0;2;0;2
"125634";0;0.225214856;81;0;0.148388129;12500;15;0;1;0;0
"69484";0;0.9999999;44;0;0.255919431;28000;5;0;2;0;2
"146119";0;0.9999999;36;1;0.156091371;3939;1;2;0;0;1
"142421";0;0.143621409;75;0;0.1517067;8700;4;0;1;0;0
"91525";0;0.050932553;52;0;0.29969248;7153;11;0;2;0;0
"13352";0;0.9999999;41;0;2.942711458;3333;3;0;1;0;0
"78098";0;0.658185706;52;0;0.289260472;5800;7;0;0;0;1
"11286";0;0.836138627;56;0;0.233896083;6100;6;0;0;0;1
"13525";0;0;49;1;0.235152969;5000;8;0;1;0;0
"66370";0;0.109370734;53;0;0.341606669;15833;15;0;2;0;1
"10679";0;0.856762159;27;0;226;0;2;0;0;0;0
"133600";1;0.187146271;36;3;2.552086868;2946;7;0;3;0;1
"6577";0;0.001031664;70;0;0.124817091;6833;10;0;0;0;1
"147435";0;0.014671248;44;1;0.315680596;4833;12;0;2;0;2
"21613";0;0.023839804;63;0;0.024811097;8866;6;0;1;0;0
"81050";0;0.13720546;38;0;0.011291461;4250;6;0;0;0;0
"73454";0;0;41;2;0.287486179;20800;12;0;1;1;5
"14238";0;0.05225554;52;0;0.997144217;2100;9;0;1;0;4
"110922";0;0.098369538;32;1;0.272183293;12700;12;0;1;1;1
"125125";0;0.262862488;30;0;0.228489825;2800;6;0;0;0;0
"72950";0;0.230256581;79;0;0.010718114;1865;1;0;0;0;1
"39212";0;0.049560624;45;0;0.268781302;9583;11;0;3;0;0
"39405";0;0;61;0;0;2773;4;0;0;0;1
"93280";0;0.513602403;39;0;0.397221345;3166;18;0;1;0;0
"56767";0;0.589027006;52;0;1.054661461;10500;10;0;1;0;0
"54304";0;0.23669372;55;0;0.573030968;4100;8;0;2;0;1
"15574";0;0.151030731;47;0;0.598257502;5164;8;0;1;0;0
"51504";0;0.659305994;37;2;0.391418564;3425;6;2;0;0;3
"15302";0;0.09725163;38;1;0.04217233;3295;10;0;0;1;1
"139148";0;0;72;1;0.775306173;4000;6;0;2;0;0
"53409";0;0.115657029;35;0;0.139500107;4680;3;0;0;0;2
"63013";0;0.286350518;48;0;0.098369805;43000;13;0;2;0;5
"86851";0;0.009489816;63;0;0.00079766;11282;8;0;0;0;1
"17620";0;0;48;0;0.193015196;3750;9;0;0;0;2
"53525";0;0.641846425;29;1;0.095342599;4100;4;0;0;0;0
"40165";0;0.813495927;67;0;0.192748538;8549;10;0;0;0;0
"3506";0;0.096752358;35;0;0.18530245;6000;23;0;0;0;0
"129716";0;0.9999999;51;0;0.332189068;3786;3;0;1;0;0
"48998";0;0.9999999;54;0;0.137442051;7333;3;0;1;0;0
"18809";0;0.108044061;49;1;0.244844394;8000;10;0;2;0;2
"109145";0;0.231209377;71;0;0.02274812;5450;3;0;0;0;1
"47067";0;0.429887505;51;0;0.592129919;1600;18;0;1;1;0
"51302";0;0.098483825;56;0;0.476435304;3500;6;0;1;0;3
"80191";0;0.010020412;79;0;0.022488756;666;7;0;0;0;0
"98794";0;0;36;0;0.947000488;6150;6;0;4;0;0
"56582";0;0.221211895;59;0;0.358623732;6800;16;0;2;0;1
"31395";0;0.064077437;44;0;0.420384905;9300;7;0;2;0;0
"124866";0;0.05265364;80;0;0.286489574;3500;6;0;2;0;0
"145908";0;0.008686923;46;0;0.257551837;9500;8;0;2;0;4
"9248";0;3.37e-05;37;0;0.229544613;2700;5;0;0;0;3
"105401";0;0.217158931;42;0;0.5788988;3250;12;0;2;0;2
"89160";0;0.9999999;36;0;0.194521346;6862;4;0;1;0;0
"34036";1;0.9999999;31;0;0;4000;0;1;0;0;1
"101199";0;0.928672611;50;0;0.38708452;5264;4;0;1;0;2
"19487";0;0.98780244;44;0;0.073237071;25000;4;0;1;0;0
"110604";0;0.002264661;63;0;0.00159936;2500;12;0;0;0;1
"21199";0;0.705485986;63;0;1.010201603;8233;30;0;4;0;0
"15108";0;0.086170006;42;0;0.512279939;4600;19;0;2;0;2
"148894";0;0.142188258;54;0;0.461529228;8330;6;0;2;0;1
"133670";0;0.000911369;58;0;0.18242831;4916;8;0;1;0;1
"84129";0;0.044284923;62;0;0.209370664;12250;7;0;2;0;0
"21156";0;0.097978992;47;0;0.670665867;5000;15;0;3;0;2
"42051";0;0.054683719;48;0;0.217062582;20500;8;0;1;0;3
"113531";0;0.132531221;52;0;0.120169651;8487;8;0;1;0;0
"9755";0;0.9999999;45;0;0.368278844;3700;3;0;1;0;0
"133991";0;0.056658867;44;0;0.652668416;8000;9;0;2;0;1
"117472";0;0.094225525;60;1;0.166585956;10324;5;0;0;0;1
"57322";0;0.592640327;28;0;0.15352144;4500;7;0;0;0;0
"31963";0;0.304313461;63;1;0.61776889;7000;16;0;3;0;0
"107396";0;0.9999999;46;0;0;0;1;0;0;0;1
"72369";0;0.290786566;67;3;0.41701844;4500;11;0;0;0;0
"100588";1;0.708582834;27;1;0.290903032;3000;7;2;0;0;0
"108854";0;0.051928543;46;0;0.09659724;11666;8;0;1;0;0
"106332";0;0.16635271;33;0;0.485502899;5000;12;0;1;0;0
"27560";0;0;30;0;0.107692308;3379;4;0;0;0;0
"99871";0;0.509275291;34;0;0.459770115;2000;8;0;0;0;2
"1686";0;0.01150123;43;0;0.418702196;4052;4;0;1;0;0
"32172";0;0.241726891;59;0;0.581437487;9933;27;0;2;0;0
"71749";0;0.022814402;68;0;0.109344533;6666;10;0;0;0;0
"13155";0;0.089319699;62;0;0.288608436;3010;5;0;2;0;0
"42188";1;0.812318607;66;1;1.92453426;3166;14;1;2;1;0
"108867";0;0.350073754;63;0;0.121251209;3100;5;0;0;0;0
"85642";0;0.370058435;56;2;0.086350975;4666;5;0;0;0;0
"15701";0;0.486558982;40;0;3.860911271;833;9;0;2;0;3
"139326";1;0.005094995;45;0;0.47742043;6000;7;2;3;0;2
"63165";0;0.035463019;90;0;0.002319814;12500;5;0;0;0;0
"126973";0;0.072715455;71;0;0.01750606;7425;4;0;0;0;0
"2755";0;0.034043108;63;0;0.075630252;9519;9;0;0;0;0
"65589";0;1.002913156;82;3;0.54295177;4830;8;0;1;0;0
"48070";0;0.297682318;56;0;0.316578841;7400;12;0;3;0;0
"112938";0;0.334154331;46;1;0.463953605;10000;15;0;3;0;2
"68111";0;0.112559113;52;0;0.371942778;6500;18;0;1;0;0
"109645";0;0.965087282;32;0;0.003547243;3100;3;0;0;0;0
"49673";0;0.013165371;57;0;0.184450488;6250;15;0;1;1;0
"56175";0;0.362437505;29;0;0.172275908;3000;10;0;0;0;2
"144571";1;0.475003731;51;1;0.386441403;4675;8;0;1;3;2
"103722";0;0.089714153;54;0;0.572341016;3600;12;0;2;0;2
"106331";0;0.279228725;53;0;0.498482414;5600;10;0;2;0;2
"6124";0;0.396080068;61;0;0.924913409;8083;7;0;2;0;0
"102932";0;0.518658243;66;1;0.797402231;7082;10;0;1;0;0
"118707";0;0.238536065;67;0;0.313285397;14880;18;0;4;0;0
"105963";0;0.097456936;73;0;0.522035438;2200;13;0;2;0;1
"77788";0;0.231153769;32;0;0.500749875;6000;5;0;2;0;0
"78798";0;0.611649176;52;0;0.465245151;8300;15;0;3;0;2
"44146";0;0.363501252;71;0;0.249824138;9950;9;0;0;0;0
"109212";0;0.584967418;47;0;0.152905855;4662;4;0;0;0;3
"42874";0;0.019353194;78;0;0.23932335;3605;13;0;1;0;0
"55747";0;0.290774077;37;0;0.852715761;3000;12;0;0;0;0
"143393";0;0.239101068;50;0;0.229295117;6000;7;0;0;0;0
"73971";0;0.116978167;54;0;0.332444681;3750;7;0;1;0;0
"12422";0;0.143534301;45;0;0.260950906;15500;7;0;1;0;1
"63406";0;0.9999999;76;0;0.332472294;12000;3;0;1;0;0
"35521";0;0.08587317;46;0;0.300479543;9800;13;0;1;0;2
"2275";0;0.691869991;50;0;1.082024842;4266;14;0;3;0;0
"47624";0;0.826694176;28;0;0.119907763;1300;3;0;0;0;0
"86371";0;0;61;0;0.417844954;2050;5;0;0;0;1
"29815";0;0.033866798;67;0;0.186232505;3500;5;0;0;0;0
"101811";0;0.002324173;63;0;0.220043331;18000;15;0;2;0;1
"18498";1;0.722846442;51;4;0.083195021;14459;5;1;0;2;0
"137176";0;0.900839664;41;0;0.282830225;5200;5;0;1;0;2
"100758";0;0.460798461;33;0;0.327127293;7250;9;0;1;0;2
"116336";0;0.067423737;59;0;0.281850766;6137;12;0;0;0;0
"113211";0;0.014030812;50;0;0.246864207;5500;5;0;1;0;0
"100473";0;0.001933269;51;0;0.381904524;4000;4;0;1;0;0
"6734";0;0.181636727;31;1;0.118587608;1500;3;1;0;0;0
"68314";0;0.325831361;72;0;0.620641562;3584;23;0;1;0;0
"45459";0;0.9999999;27;1;0.176307847;3975;1;0;0;0;1
"127609";0;0.626043244;59;0;0.327933488;11666;8;0;1;0;0
"73963";0;0.000486612;54;0;0.217250141;7083;27;0;1;0;2
"130986";0;0.020639174;87;0;0.002499583;6000;4;0;0;0;0
"123983";0;0.18621451;38;0;0.528392959;7043;11;0;1;0;1
"124056";0;0.9999999;63;1;3.456483126;1125;7;2;1;0;2
"14312";0;0.034371875;66;0;0.233992328;10166;8;0;1;0;0
"9121";0;0.293872563;45;2;0.439324854;12500;9;0;3;0;2
"78047";0;0.663431848;50;0;0.061638687;3990;7;0;0;0;0
"96426";0;0.060288378;67;0;0.218849276;5665;6;0;1;0;0
"87867";0;0.029994108;74;1;0.417942129;8950;25;0;2;0;0
"32772";0;0.123624433;48;0;0.611085766;4383;9;0;1;0;2
"133234";0;0.9999999;28;0;0.183798711;3258;1;0;0;0;0
"143308";0;0.769711488;56;1;0.370881226;1304;6;0;0;0;2
"97144";0;0.094127058;63;1;0.883806262;8175;7;0;3;0;0
"90286";0;0.9999999;27;0;0.123688156;2667;2;0;0;0;0
"124669";0;0.894424967;45;2;0.36878702;3882;12;0;0;0;1
"18348";0;0.792219085;48;3;0.786014266;15000;25;0;3;0;0
"15917";0;0.083414313;37;0;0.117079264;8805;11;0;2;0;1
"37325";0;0.9999999;37;0;0.423266109;4065;7;0;1;0;1
"42332";0;0.368667358;55;0;0.548013681;3800;9;0;1;0;1
"14586";0;0.128413135;46;0;0.489364023;9166;10;0;1;0;0
"127701";1;0.940211958;46;3;0.265036148;6500;5;4;0;4;1
"59501";0;0.022048212;33;1;0.279167788;11150;15;0;1;0;2
"52286";0;0.140156769;42;0;0.37634982;7500;7;0;2;0;3
"20947";0;0.356053869;64;0;0.346932387;9583;10;0;1;0;1
"35068";0;0.241993632;46;0;0.357230309;7350;11;0;2;0;2
"47988";0;0;72;0;0.302855772;8333;13;0;1;0;0
"19907";0;0.01456159;81;0;0.214783399;3300;5;0;1;0;0
"17701";0;0;71;2;0.513692829;7083;20;0;4;0;0
"75722";0;0.023687007;66;1;0.262245918;3000;8;0;1;0;0
"68655";0;0.021586616;52;0;0.101870851;8284;3;0;1;0;0
"123979";0;0.657202201;47;0;0.592753794;8500;14;0;1;0;3
"143366";0;0.119965862;53;0;0.209143011;22333;9;0;2;0;1
"132804";1;1.093812375;36;0;0.370745836;1380;6;1;0;0;2
"59252";0;0.038232835;36;0;0.402393266;9860;12;0;1;0;3
"32411";0;0.265318593;33;0;0.255854461;5166;9;0;0;0;0
"140009";0;0.056858658;55;0;0.526134122;6083;9;0;2;0;3
"89413";0;0;49;0;0.219556714;3834;6;0;1;0;0
"104188";0;0.966288122;42;3;0.456970175;7610;7;0;0;0;4
"76228";0;0.057967008;67;0;0.260104042;12494;17;0;3;0;0
"114830";0;0.061234004;45;0;0.423333828;6736;8;0;2;0;3
"33659";0;0.285149246;74;0;3742;0;31;0;2;0;0
"126434";0;0.008374477;37;0;0.296625469;7200;3;0;1;0;3
"134049";0;0.983825908;39;2;0.054780254;4800;2;0;0;0;1
"66334";0;0.037713388;59;2;0.214482126;8727;9;0;2;0;0
"87062";0;0.00792511;58;0;0.289071093;10000;10;0;2;0;0
"19932";0;0.010302553;90;0;0.00439956;10000;10;0;0;0;1
"17598";0;0;57;0;0.02536585;235000;7;0;2;0;1
"78448";0;0.9999999;49;0;0.057364341;2579;3;0;0;0;1
"112791";0;0.174312522;37;0;0.268626796;2992;8;0;1;0;3
"93497";0;0.882117882;55;1;0.747540197;4166;14;0;2;0;0
"93652";0;0.034424139;49;0;0.261299012;3340;13;0;1;0;0
"11995";0;0.941693772;41;0;0.281309891;12000;7;0;1;0;1
"134531";0;0.371301304;34;0;0.365579303;8000;9;0;2;0;0
"137997";0;0.270047266;38;0;0.312413475;6500;5;0;2;0;2
"92909";0;0.244424963;39;0;0.28011998;6000;6;0;1;0;3
"118469";1;0.567795124;38;2;0.140647262;4912;5;0;0;0;3
"127674";0;0.383174139;53;0;1.086995298;12333;18;0;4;0;2
"138337";0;0.039533061;79;0;0.302027307;4833;6;0;2;0;0
"116777";0;0.907868714;49;0;0.339884493;11600;8;0;2;0;1
"133714";0;0.511479561;52;1;0.820727046;11250;7;0;2;0;2
"114288";0;0.023984928;64;1;0.159742696;3730;13;0;0;0;1
"86302";0;0.016121793;66;0;0.003888754;28800;13;0;1;0;5
"93852";0;0.243788693;40;0;0.563394535;6916;13;0;3;0;0
"67493";1;0.549688179;67;1;1.761292996;4825;15;0;2;0;0
"72360";0;0.02646099;78;0;0.219156169;5000;18;0;2;0;0
"83977";0;0.481858415;51;0;0.2844808;4400;12;0;0;0;0
"49404";0;0.9999999;46;0;0.25419493;2800;2;0;0;0;0
"90746";0;0.021418746;76;0;0.006344934;5200;4;0;0;0;1
"11768";0;0.897525677;27;1;0.24037981;2000;7;0;0;0;0
"132654";0;0;72;0;0.511604235;4911;5;0;1;0;0
"72091";1;0.9999999;30;0;0;2120;0;0;0;0;2
"61768";0;0.228794657;41;1;0.582055028;8213;31;0;1;0;0
"20249";0;0.9999999;75;0;0.167249825;2857;2;0;0;0;1
"70123";0;0.375983094;40;0;0.509248459;6000;14;0;1;0;2
"73582";0;0.456232718;70;0;0.709658068;1666;2;0;1;0;0
"37859";0;0.70836867;50;0;0.598128445;7800;18;0;1;0;0
"146660";0;0.005764227;74;0;0.155614795;3000;19;0;1;0;0
"29994";0;0.062780381;53;1;0.372604566;6000;6;0;2;0;2
"20454";0;0.843975569;57;0;0.541769042;1627;5;0;1;0;0
"145680";0;0.043940299;59;1;0.187308359;7500;8;0;1;0;0
"51475";0;0.022450403;55;0;0.00625543;5754;10;0;0;0;0
"60646";0;0.605507811;45;0;0.412756392;3558;14;0;0;1;1
"2381";0;1.042754026;59;6;0.22847208;14666;7;4;2;0;0
"155";0;0.21286031;36;0;0.563752087;9583;10;0;2;0;1
"140549";0;0.098459375;34;0;0.542283646;6077;12;0;1;0;1
"90384";0;0.342654358;42;0;0.442741469;6915;7;0;1;0;2
"67558";0;0.045023538;61;0;0.679503796;5400;12;0;2;0;0
"33066";0;0.647246827;38;1;0.351218848;7342;12;0;3;0;0
"116270";1;0.026134003;77;0;0.148528992;3500;9;0;1;0;0
"24278";1;0.039130853;34;0;0.64702788;1900;12;0;1;0;0
"68110";0;0.00347756;74;0;0.039996191;10500;8;0;0;0;0
"28387";0;0.013508192;86;0;0.433936774;3700;13;0;1;0;1
"543";0;0.014049887;37;0;0.674399608;6120;9;0;1;0;0
"114626";1;0;32;0;0.086052956;6495;3;0;0;0;4
"69125";0;0.434355701;45;1;0.500874781;4000;7;0;1;0;2
"41562";1;0.9999999;63;0;0.160550459;2833;1;1;0;0;0
"122626";0;0.013023054;92;1;0.049497525;6666;7;0;0;0;0
"83370";0;0.477457502;48;0;0.31341333;16833;17;0;4;0;2
"35329";0;0.127069257;70;0;0.384359031;4500;17;0;2;0;1
"62170";0;0.101380897;63;0;0.113235846;8000;10;0;0;0;0
"4260";0;1.316984559;44;1;0.019553073;2147;4;0;0;0;1
"36680";0;0.020334206;51;1;0.000799929;11250;3;0;0;0;2
"129807";0;0.088036479;88;0;0.010136692;6510;2;0;0;0;0
"121130";0;0.022194581;52;0;1.322384428;1643;10;0;1;0;0
"27590";0;0.477347482;49;0;0.341397329;10333;15;0;2;0;0
"127597";0;0.178321644;56;0;1.201859628;3333;30;0;2;0;0
"44062";0;0.030147022;73;0;0.18251928;3500;5;0;1;0;0
"62548";0;0.013969903;71;0;3.583143508;3950;6;0;0;0;0
"33603";0;0.06598516;74;0;0.075851393;5167;7;0;0;0;0
"27551";0;0.337652988;59;0;0.183697678;5900;7;0;2;0;0
"846";0;0.835311508;31;1;0.332527053;7854;9;0;1;0;0
"82924";0;0.097302391;56;0;0.320311054;5400;12;0;1;0;0
"119575";0;0.15285842;48;1;0.426209839;7500;23;0;2;0;2
"135776";0;0.157477454;70;0;0.337396438;10500;30;0;1;0;0
"98658";0;0.09140169;58;0;0.333524882;8700;5;0;1;0;2
"38106";0;0.030323232;36;1;0.073493876;12000;4;0;0;0;0
"82894";0;0.015328443;57;0;0.260966018;9916;6;0;1;0;0
"78268";0;0.02784592;43;0;1635.5;1;10;0;1;0;1
"64392";0;0.03541707;26;0;0.652862363;820;6;0;0;0;0
"110995";0;0.050630477;35;0;0.089557785;5381;8;0;0;0;0
"32400";0;0.306379575;34;0;0.040087265;3666;1;0;0;0;0
"19650";0;0.01429857;27;1;0.26691103;3000;6;0;0;0;0
"80411";1;0.9999999;29;0;0.039675102;3200;1;3;0;0;1
"136870";0;0.025617927;38;0;0.130569034;6800;7;0;0;0;2
"136401";0;0.672699634;64;1;0.369583849;10500;9;0;1;0;0
"5205";0;0.110196327;58;0;0.593650794;10709;13;0;4;0;3
"54526";0;0;70;0;0.986267166;800;6;0;0;0;0
"133248";1;0.678472436;60;4;0.375385973;6800;10;0;1;1;1
"86068";0;0.618379837;78;0;0.746737017;3600;6;0;1;0;0
"59464";0;0.34723763;66;0;0.350726552;9083;8;0;1;0;0
"16083";0;0.275873563;43;0;0.22072241;8000;5;0;1;0;3
"93387";0;0.01595707;54;0;0.003904725;5121;4;0;0;0;0
"53482";0;0.289694735;52;0;0.459734167;2557;8;0;0;0;0
"44388";0;0.892461497;38;0;0.094056656;5400;4;0;0;0;0
"132787";0;0.070793228;67;0;0.321772813;11100;15;0;1;0;1
"132509";0;0.166365974;63;0;0.457158728;7200;8;0;1;0;0
"85068";0;0.991923853;43;1;0.310990242;6250;9;0;1;0;3
"70063";0;0.374513974;51;0;0.222388231;8700;13;0;1;0;0
"105887";0;0;70;0;0.864244086;2916;8;0;2;0;1
"67401";0;0.192356588;50;0;0.337653973;12420;16;0;2;0;2
"114327";0;0.293587976;52;0;0.53512865;7500;22;0;2;0;2
"114838";0;0.405780006;44;0;0.398070815;8500;12;0;2;0;2
"68788";0;0.022070903;57;0;0.101911945;5700;5;0;0;0;0
"147133";0;0.712024438;31;0;0.151884701;3607;4;0;0;0;4
"45018";0;0.244475898;56;0;0.324820021;5833;18;0;1;0;0
"42595";0;0.052787629;28;0;0.110920245;4074;11;0;0;0;0
"146924";0;0.331026966;35;0;0.138877295;9583;7;0;0;0;0
"1420";0;0;59;0;0.160813579;6833;9;0;1;0;0
"116416";0;0.327229063;64;0;0.306432638;21250;20;0;2;0;0
"109432";0;0.921018365;43;0;0.622660344;8013;13;0;2;0;2
"12480";0;0.953484219;59;0;0.343627389;7900;6;0;1;0;1
"124760";0;0.695581097;60;0;0.553206685;7000;13;0;2;0;2
"25863";0;0.26812776;43;0;0.166816082;14500;9;0;1;0;3
"141674";1;0.14184017;45;2;0.428599528;5083;25;0;2;1;2
"34198";0;0.35278031;58;0;0.374645892;2823;5;0;1;0;1
"59039";0;0.32984494;50;0;0.154301075;3719;3;0;0;0;1
"94041";0;0.004908868;85;0;0.000286999;10452;4;0;0;0;0
"128994";0;0.584837053;39;0;386;0;2;0;0;0;0
"105249";0;0.004965919;63;0;1245;0;15;0;2;0;1
"53527";0;0.205874028;42;0;0.82592818;6571;9;0;2;0;2
"110525";0;0.128453432;45;0;0.266577807;3000;9;0;0;0;0
"57944";0;0.001749563;48;0;0.055764356;11440;4;0;0;0;2
"86879";0;0.47923069;67;0;0.482251775;10000;18;0;3;0;0
"57196";0;0.173036077;74;0;0.276413732;9000;10;0;1;0;0
"35174";1;0.031343092;71;0;19.73078365;8000;16;0;1;0;0
"3291";0;0.111061176;57;0;1.121151539;2500;7;0;2;0;2
"148295";0;0.122821683;65;0;0.159632626;9145;12;0;0;0;0
"116114";0;0.330630429;71;0;0.21952847;4495;10;0;0;0;0
"69786";0;0.153076938;35;0;0.39402901;7100;8;0;1;0;0
"120354";0;0.037237111;80;0;0.01049825;6000;8;0;0;0;0
"8412";0;0.042992466;74;0;0.173612887;7821;7;0;1;0;0
"39779";0;0.045604195;51;0;0.233267645;13700;5;0;1;0;2
"141585";0;0.355851838;32;0;0.534244293;6000;10;0;2;0;0
"101189";0;0.546829385;43;0;0.681233933;3500;14;0;0;0;2
"74177";0;0;63;2;0.596231494;5200;7;0;2;0;0
"3564";0;0.09631241;29;0;0.067418426;4167;6;0;0;0;0
"65703";0;0.056019265;38;0;0.289285119;6000;7;0;1;0;2
"144140";0;1.068081485;33;1;0.093168767;11666;6;0;0;1;0
"107999";0;0;43;0;0.707529247;10000;8;0;3;0;2
"55686";0;0.9999999;55;0;0.716827656;1966;4;0;1;0;1
"120041";0;0.35964036;32;0;0.257774223;10000;7;0;1;1;2
"93256";0;0.001249978;72;0;0.194306931;4039;10;0;1;0;0
"72747";0;0.241104898;57;0;0.412264623;6000;20;0;2;0;0
"143080";0;0.292308494;72;0;0.679722562;2450;12;0;1;0;0
"60601";0;0.113643694;26;0;0.113295568;3000;5;0;0;0;0
"53194";0;0.966617097;39;0;0.158939416;6750;9;1;0;0;2
"25005";0;0.009299845;90;0;0.00199975;8000;4;0;0;0;0
"35485";0;0;47;0;0;2922;2;0;0;0;0
"42355";0;0.244217928;55;0;0.25798053;8833;6;0;2;0;1
"36902";0;0.0068924;53;0;0.498615811;3250;14;0;2;0;0
"120857";0;0.604071987;42;0;0.388257879;6250;3;0;1;0;2
"96139";0;0.063808512;56;0;0.002499792;12000;3;0;0;0;0
"15851";0;0;78;0;0.14126201;3850;9;0;0;0;0
"48236";0;0.000557359;47;1;0.367329084;8000;12;0;1;0;2
"85772";0;0.556809177;36;0;0.204576043;5200;6;0;1;1;0
"67586";0;0.559639603;68;0;0.264781491;3500;3;0;0;0;0
"12026";0;0.9999999;26;0;0.020989505;2000;0;1;0;0;0
"78206";0;0.047685157;48;0;0.247575242;10000;7;0;2;0;1
"39991";0;0.003723711;67;0;0.004553734;1097;8;0;0;0;0
"2489";0;0.409889289;38;0;0.782426778;2150;8;0;1;0;1
"127943";0;0.170836919;41;0;0.638100339;5600;11;0;2;0;2
"80909";0;0;37;0;0.175584748;3120;5;0;0;0;0
"78863";0;0.033777027;73;1;0.245923084;11466;7;0;1;0;0
"49083";0;0.239325356;55;0;0.241830739;9700;6;0;1;0;4
"107027";0;0.013719451;48;0;0.118480253;6000;3;0;0;0;2
"142276";0;0.065548267;82;0;0.024195161;5000;10;0;0;0;0
